"Date","Price","Open","High","Low","Vol.","Change %"
"09/19/2023","129.80","129.60","129.90","127.70","2.38M","0.23%"
"09/18/2023","129.50","129.50","130.20","127.70","2.14M","0.39%"
"09/15/2023","129.00","129.80","131.70","129.00","4.07M","-0.46%"
"09/14/2023","129.60","129.80","130.80","128.50","3.78M","-0.31%"
"09/13/2023","130.00","132.70","133.40","129.80","3.25M","-1.96%"
"09/12/2023","132.60","132.00","134.20","132.00","3.12M","0.84%"
"09/11/2023","131.50","131.50","132.60","130.70","4.22M","0.23%"
"09/08/2023","131.20","134.00","134.40","131.20","3.17M","-2.24%"
"09/07/2023","134.20","137.70","137.80","133.70","3.14M","-2.54%"
"09/06/2023","137.70","138.60","138.90","137.60","2.12M","-0.65%"
"09/05/2023","138.60","138.90","140.10","138.00","1.43M","-0.65%"
"09/04/2023","139.50","140.10","141.50","138.50","310.93K","-0.43%"
"09/01/2023","140.10","139.30","142.90","139.00","2.43M","0.57%"
"08/31/2023","139.30","143.00","143.00","138.10","3.82M","-2.59%"
"08/30/2023","143.00","140.50","143.50","140.50","1.77M","0.99%"
"08/29/2023","141.60","139.50","141.60","137.80","2.66M","0.78%"
"08/25/2023","140.50","142.00","142.50","139.60","1.54M","-1.61%"
"08/24/2023","142.80","139.00","143.30","138.10","3.34M","3.48%"
"08/23/2023","138.00","139.00","139.00","137.30","2.19M","-0.72%"
"08/22/2023","139.00","137.00","139.00","136.60","2.99M","0.58%"
"08/18/2023","138.20","141.00","141.40","138.20","4.08M","-2.68%"
"08/17/2023","142.00","141.10","142.80","140.50","2.38M","-0.70%"
"08/16/2023","143.00","140.40","143.00","140.20","1.79M","0.70%"
"08/15/2023","142.00","142.20","143.40","140.00","1.24M","0.14%"
"08/14/2023","141.80","143.00","143.10","141.10","1.61M","-1.18%"
"08/11/2023","143.50","142.50","143.90","140.60","1.63M","0.70%"
"08/10/2023","142.50","141.00","142.50","140.40","1.74M","0.07%"
"08/09/2023","142.40","141.70","142.70","141.10","2.62M","0.99%"
"08/08/2023","141.00","143.00","143.40","140.10","1.75M","0.00%"
"08/07/2023","141.00","142.50","144.90","139.60","2.44M","0.00%"
"08/04/2023","141.00","146.60","147.10","141.00","3.15M","-3.82%"
"08/03/2023","146.60","142.80","146.60","142.70","2.89M","1.81%"
"08/02/2023","144.00","147.00","147.90","141.20","2.44M","-1.37%"
"08/01/2023","146.00","148.00","148.90","146.00","2.58M","0.62%"
"07/31/2023","145.10","148.00","149.50","145.10","2.08M","-1.29%"
"07/28/2023","147.00","148.70","149.80","147.00","1.38M","-1.14%"
"07/27/2023","148.70","148.20","150.10","147.20","2.03M","0.34%"
"07/26/2023","148.20","148.50","148.80","147.30","4.52M","0.47%"
"07/25/2023","147.50","150.00","151.40","147.50","1.74M","-1.67%"
"07/24/2023","150.00","149.10","150.50","149.10","1.64M","0.87%"
"07/21/2023","148.70","147.00","151.30","146.30","5.47M","1.64%"
"07/20/2023","146.30","142.00","146.90","142.00","3.32M","3.25%"
"07/19/2023","141.70","140.50","143.20","139.60","2.93M","1.58%"
"07/18/2023","139.50","144.80","145.90","139.50","1.80M","-3.66%"
"07/17/2023","144.80","146.00","147.00","144.50","1.42M","-2.03%"
"07/14/2023","147.80","147.40","147.80","144.60","4.76M","-0.14%"
"07/13/2023","148.00","142.00","148.00","142.00","4.65M","4.23%"
"07/12/2023","142.00","136.00","142.00","135.30","4.47M","4.41%"
"07/11/2023","136.00","135.60","136.00","135.20","1.46M","0.29%"
"07/10/2023","135.60","135.60","136.90","135.60","1.54M","-0.22%"
"07/07/2023","135.90","136.10","136.60","135.50","1.81M","-0.73%"
"07/06/2023","136.90","136.50","137.90","136.30","1.44M","-0.51%"
"07/05/2023","137.60","137.50","138.40","135.80","2.01M","-0.07%"
"07/04/2023","137.70","138.50","138.50","137.50","1.38M","-1.64%"
"07/03/2023","140.00","137.10","140.00","136.60","921.99K","1.67%"
"06/30/2023","137.70","139.80","139.80","137.40","1.95M","-0.86%"
"06/29/2023","138.90","138.30","140.80","138.00","1.90M","1.39%"
"06/27/2023","137.00","139.70","140.00","136.70","2.24M","-2.14%"
"06/26/2023","140.00","140.00","141.70","139.10","3.05M","0.00%"
"06/23/2023","140.00","140.00","141.70","140.00","2.04M","-0.57%"
"06/22/2023","140.80","139.00","141.50","139.00","1.99M","-0.14%"
"06/21/2023","141.00","137.30","141.00","137.30","1.02M","1.08%"
"06/20/2023","139.50","138.70","139.50","136.70","1.35M","-0.36%"
"06/19/2023","140.00","140.00","140.70","137.50","1.73M","0.00%"
"06/16/2023","140.00","141.80","141.80","139.10","4.38M","-1.34%"
"06/15/2023","141.90","139.60","141.90","138.20","3.41M","1.00%"
"06/14/2023","140.50","137.60","141.70","137.60","2.22M","0.64%"
"06/13/2023","139.60","136.10","140.00","134.80","2.69M","-0.29%"
"06/09/2023","140.00","137.80","140.00","136.80","1.76M","1.60%"
"06/08/2023","137.80","136.00","137.80","135.30","1.61M","0.29%"
"06/07/2023","137.40","135.30","137.90","135.30","3.34M","1.55%"
"06/06/2023","135.30","138.00","138.90","134.80","3.78M","-2.03%"
"06/05/2023","138.10","139.00","139.40","138.10","1.81M","-0.93%"
"06/02/2023","139.40","138.80","139.70","137.60","3.55M","1.75%"
"06/01/2023","137.00","137.40","139.20","137.00","3.98M","0.74%"
"05/31/2023","136.00","134.40","137.50","133.80","7.45M","1.27%"
"05/30/2023","134.30","135.00","135.50","132.10","2.14M","-0.52%"
"05/29/2023","135.00","135.00","135.80","133.20","670.05K","0.00%"
"05/26/2023","135.00","135.00","135.40","131.60","1.86M","0.00%"
"05/25/2023","135.00","135.60","137.50","135.00","1.41M","-0.74%"
"05/24/2023","136.00","136.70","137.50","135.40","2.21M","-1.38%"
"05/23/2023","137.90","139.50","141.30","137.90","3.42M","-0.79%"
"05/22/2023","139.00","140.00","140.00","137.70","3.45M","-0.71%"
"05/19/2023","140.00","138.00","143.50","136.50","6.19M","2.56%"
"05/18/2023","136.50","135.60","137.80","135.60","2.39M","0.37%"
"05/17/2023","136.00","137.70","138.70","135.50","2.81M","-0.29%"
"05/16/2023","136.40","136.00","138.60","135.60","3.11M","0.44%"
"05/15/2023","135.80","136.00","137.00","135.40","2.10M","0.22%"
"05/12/2023","135.50","136.30","136.60","135.30","1.87M","-0.37%"
"05/11/2023","136.00","137.60","138.50","135.70","3.78M","0.37%"
"05/10/2023","135.50","138.00","139.20","135.30","3.04M","-0.44%"
"05/09/2023","136.10","137.00","138.20","135.70","3.09M","-0.66%"
"05/08/2023","137.00","138.20","140.00","137.00","2.77M","0.00%"
"05/05/2023","137.00","141.00","142.50","137.00","3.71M","-2.84%"
"05/04/2023","141.00","138.00","141.90","138.00","3.01M","2.40%"
"05/03/2023","137.70","142.50","142.50","137.20","3.70M","-3.03%"
"05/02/2023","142.00","142.00","145.00","141.10","2.08M","-1.39%"
"04/28/2023","144.00","144.00","144.00","140.00","6.58M","-0.41%"
"04/27/2023","144.60","137.50","144.90","136.50","4.73M","4.78%"
"04/26/2023","138.00","139.00","139.00","137.20","8.10M","-1.22%"
"04/25/2023","139.70","139.70","140.90","138.70","2.20M","0.14%"
"04/24/2023","139.50","135.10","142.50","135.10","10.41M","3.33%"
"04/20/2023","135.00","133.90","135.00","132.10","4.28M","4.25%"
"04/19/2023","129.50","128.20","129.80","128.10","4.70M","1.25%"
"04/18/2023","127.90","128.50","128.50","127.30","910.45K","-0.31%"
"04/17/2023","128.30","132.00","132.00","127.50","1.77M","-2.80%"
"04/14/2023","132.00","131.00","134.80","130.20","5.06M","0.76%"
"04/13/2023","131.00","130.10","131.00","128.00","2.85M","0.61%"
"04/12/2023","130.20","129.40","131.00","128.60","8.21M","0.15%"
"04/11/2023","130.00","125.50","130.00","124.70","4.14M","4.67%"
"04/05/2023","124.20","125.20","126.30","123.70","4.93M","-0.64%"
"04/04/2023","125.00","128.50","128.90","125.00","1.66M","-2.50%"
"04/03/2023","128.20","128.50","128.70","127.60","1.16M","-0.23%"
"03/31/2023","128.50","129.00","129.00","126.80","1.72M","0.00%"
"03/30/2023","128.50","128.90","128.90","127.50","2.34M","0.00%"
"03/29/2023","128.50","127.40","128.50","126.10","2.67M","2.39%"
"03/28/2023","125.50","126.70","128.60","125.50","1.49M","-0.79%"
"03/27/2023","126.50","126.00","126.50","125.50","1.23M","-0.39%"
"03/24/2023","127.00","124.00","127.00","123.30","2.03M","2.42%"
"03/23/2023","124.00","123.30","124.80","121.20","2.50M","-1.74%"
"03/22/2023","126.20","124.00","126.70","123.20","1.57M","1.77%"
"03/21/2023","124.00","122.50","124.00","122.50","1.06M","2.06%"
"03/20/2023","121.50","125.00","125.00","121.30","2.93M","-4.78%"
"03/17/2023","127.60","124.00","127.60","122.10","3.95M","5.02%"
"03/16/2023","121.50","122.00","123.40","120.50","5.14M","-2.25%"
"03/15/2023","124.30","122.90","124.90","122.10","4.71M","4.10%"
"03/14/2023","119.40","118.00","119.80","117.20","4.99M","-2.13%"
"03/13/2023","122.00","122.00","123.30","121.00","4.10M","-1.77%"
"03/10/2023","124.20","128.10","128.30","123.20","2.17M","-3.20%"
"03/09/2023","128.30","128.90","129.60","127.80","4.98M","0.23%"
"03/08/2023","128.00","126.60","128.00","124.30","2.81M","0.39%"
"03/07/2023","127.50","127.30","128.20","127.10","3.41M","0.39%"
"03/06/2023","127.00","125.50","128.10","125.00","6.16M","0.95%"
"03/03/2023","125.80","127.00","128.00","125.20","4.60M","0.64%"
"03/02/2023","125.00","124.40","126.40","123.80","4.36M","0.81%"
"03/01/2023","124.00","123.60","125.40","123.60","2.49M","0.49%"
"02/28/2023","123.40","124.50","126.30","123.40","7.55M","-0.56%"
"02/27/2023","124.10","125.00","125.10","122.60","6.01M","0.08%"
"02/24/2023","124.00","124.00","124.40","123.10","1.95M","0.00%"
"02/23/2023","124.00","124.00","124.40","123.10","1.95M","0.00%"
"02/22/2023","124.00","124.40","124.90","123.20","1.95M","0.08%"
"02/21/2023","123.90","123.80","124.40","123.30","999.95K","-0.48%"
"02/20/2023","124.50","125.00","125.30","123.60","1.67M","-0.40%"
"02/17/2023","125.00","124.00","125.00","123.00","2.49M","0.64%"
"02/16/2023","124.20","125.50","126.50","124.20","2.45M","-1.04%"
"02/15/2023","125.50","125.00","125.70","124.50","3.59M","0.00%"
"02/14/2023","125.50","125.20","126.00","124.70","3.89M","-0.71%"
"02/13/2023","126.40","125.50","127.20","125.00","5.24M","0.72%"
"02/10/2023","125.50","125.00","125.80","124.50","1.05M","0.40%"
"02/09/2023","125.00","125.00","125.60","124.60","960.39K","-0.79%"
"02/08/2023","126.00","124.40","126.00","124.00","1.23M","1.61%"
"02/07/2023","124.00","124.00","125.00","123.00","1.82M","-0.80%"
"02/06/2023","125.00","125.00","125.20","122.60","3.46M","-0.79%"
"02/03/2023","126.00","126.00","127.40","125.00","8.15M","0.40%"
"02/02/2023","125.50","126.00","126.50","123.30","4.02M","0.24%"
"02/01/2023","125.20","124.50","125.30","123.50","7.20M","1.95%"
"01/31/2023","122.80","124.00","124.70","121.30","4.49M","-0.16%"
"01/30/2023","123.00","122.00","123.00","121.70","4.22M","0.82%"
"01/27/2023","122.00","122.10","123.00","121.70","3.89M","0.00%"
"01/26/2023","122.00","122.00","123.50","121.80","3.06M","0.00%"
"01/25/2023","122.00","122.80","122.80","121.70","1.96M","-0.33%"
"01/24/2023","122.40","122.50","124.80","122.10","1.80M","-0.08%"
"01/23/2023","122.50","123.00","124.00","121.50","2.06M","-0.41%"
"01/20/2023","123.00","123.00","124.90","122.70","1.93M","0.24%"
"01/19/2023","122.70","124.00","126.70","122.40","5.31M","-0.73%"
"01/18/2023","123.60","124.20","124.60","123.40","5.10M","-0.72%"
"01/17/2023","124.50","125.00","125.00","122.60","5.31M","-0.80%"
"01/16/2023","125.50","120.80","125.50","120.70","8.43M","5.46%"
"01/13/2023","119.00","114.00","119.00","113.70","5.25M","4.39%"
"01/12/2023","114.00","110.90","114.00","110.90","5.10M","3.73%"
"01/11/2023","109.90","111.00","112.30","109.90","3.87M","-0.90%"
"01/10/2023","110.90","113.00","113.20","109.90","4.14M","-1.33%"
"01/09/2023","112.40","112.00","113.60","111.60","2.36M","1.26%"
"01/06/2023","111.00","112.10","113.50","110.80","3.32M","-2.63%"
"01/05/2023","114.00","112.60","114.00","112.50","5.34M","2.24%"
"01/04/2023","111.50","109.00","111.90","108.70","2.92M","3.34%"
"01/03/2023","107.90","105.80","108.60","105.50","2.07M","2.08%"
"12/29/2022","105.70","105.90","106.30","105.50","2.54M","-0.19%"
"12/28/2022","105.90","108.00","108.00","105.70","2.12M","0.00%"
"12/27/2022","105.90","108.00","108.00","105.60","1.24M","-0.84%"
"12/23/2022","106.80","108.00","109.50","106.60","1.42M","-1.11%"
"12/22/2022","108.00","110.80","111.60","108.00","2.69M","-0.92%"
"12/21/2022","109.00","108.00","110.80","107.60","2.00M","1.49%"
"12/20/2022","107.40","109.00","109.80","107.20","1.27M","-0.37%"
"12/19/2022","107.80","106.90","109.00","106.80","2.36M","0.56%"
"12/16/2022","107.20","110.50","112.10","107.20","7.12M","-2.99%"
"12/15/2022","110.50","113.80","114.00","110.10","4.40M","-2.73%"
"12/14/2022","113.60","114.30","114.80","112.60","5.44M","0.98%"
"12/13/2022","112.50","112.50","114.40","110.70","3.93M","1.63%"
"12/12/2022","110.70","111.90","112.70","108.30","5.14M","2.98%"
"12/09/2022","107.50","106.83","109.08","104.83","5.25M","0.00%"
"12/07/2022","107.50","109.17","111.17","107.17","4.23M","-1.98%"
"12/06/2022","109.67","107.92","109.67","106.67","3.72M","3.62%"
"12/05/2022","105.83","106.00","108.33","105.00","2.41M","-0.94%"
"12/02/2022","106.83","109.67","110.17","106.83","2.27M","-1.38%"
"12/01/2022","108.33","113.33","113.33","107.75","5.34M","-0.08%"
"11/29/2022","108.42","108.75","108.83","107.42","7.94M","-0.69%"
"11/28/2022","109.17","109.58","111.00","108.83","3.30M","-0.38%"
"11/25/2022","109.58","110.50","110.50","108.67","6.16M","-0.98%"
"11/24/2022","110.67","107.92","111.17","107.92","2.70M","2.55%"
"11/23/2022","107.92","108.33","108.92","107.50","3.95M","-0.38%"
"11/22/2022","108.33","107.67","109.42","107.67","2.68M","0.78%"
"11/21/2022","107.50","107.17","107.50","105.83","3.12M","0.08%"
"11/18/2022","107.42","107.50","109.42","106.92","2.88M","0.31%"
"11/17/2022","107.08","107.50","107.92","106.17","3.82M","-0.39%"
"11/16/2022","107.50","111.58","111.58","107.50","6.18M","-3.73%"
"11/15/2022","111.67","111.50","111.67","110.00","2.31M","-0.07%"
"11/14/2022","111.75","111.25","111.75","109.58","5.33M","0.52%"
"11/11/2022","111.17","112.42","112.42","109.67","3.31M","0.45%"
"11/10/2022","110.67","110.00","110.67","107.50","3.26M","0.61%"
"11/09/2022","110.00","110.83","111.92","110.00","6.22M","-1.12%"
"11/08/2022","111.25","109.33","112.00","109.33","9.21M","2.69%"
"11/07/2022","108.33","105.83","108.33","105.67","4.58M","2.36%"
"11/04/2022","105.83","105.00","106.33","105.00","5.31M","0.16%"
"11/03/2022","105.67","105.83","107.00","105.42","4.46M","-1.86%"
"11/02/2022","107.67","107.50","107.92","106.92","6.41M","1.49%"
"10/28/2022","106.08","105.33","106.33","104.50","4.25M","0.24%"
"10/27/2022","105.83","103.17","105.83","102.83","2.79M","2.58%"
"10/26/2022","103.17","102.08","103.17","101.17","1.32M","0.65%"
"10/25/2022","102.50","100.83","102.50","99.83","1.46M","1.65%"
"10/24/2022","100.83","99.25","101.00","99.25","815.50K","2.02%"
"10/21/2022","98.83","100.75","101.67","98.83","2.46M","-3.18%"
"10/20/2022","102.08","101.67","102.33","99.67","3.81M","-0.41%"
"10/19/2022","102.50","103.17","103.17","100.42","1.94M","0.00%"
"10/18/2022","102.50","99.83","102.50","98.33","2.41M","4.24%"
"10/17/2022","98.33","100.83","102.25","98.33","2.23M","-1.67%"
"10/14/2022","100.00","100.00","100.83","99.50","4.31M","1.69%"
"10/13/2022","98.33","97.50","98.50","96.83","1.94M","1.72%"
"10/12/2022","96.67","96.00","97.75","95.83","3.01M","1.05%"
"10/11/2022","95.67","93.83","97.17","92.50","3.60M","3.33%"
"10/10/2022","92.58","93.33","93.92","91.67","1.28M","-1.16%"
"10/07/2022","93.67","95.33","95.33","93.08","2.73M","-1.75%"
"10/06/2022","95.33","96.33","96.58","95.25","1.33M","-1.29%"
"10/05/2022","96.58","95.92","96.58","94.67","1.77M","2.57%"
"10/04/2022","94.17","94.17","94.75","92.92","3.39M","1.44%"
"10/03/2022","92.83","93.33","94.08","91.83","2.04M","-0.09%"
"09/30/2022","92.92","94.00","94.17","92.58","3.27M","-2.28%"
"09/29/2022","95.08","94.17","95.67","93.67","3.93M","2.61%"
"09/28/2022","92.67","96.67","96.67","92.67","4.11M","-3.30%"
"09/27/2022","95.83","99.17","99.58","95.17","4.91M","-4.01%"
"09/26/2022","99.83","101.67","101.67","99.83","1.14M","0.00%"
"09/23/2022","99.83","101.67","101.67","99.83","1.14M","-2.44%"
"09/22/2022","102.33","100.42","102.33","99.17","1.21M","1.91%"
"09/21/2022","100.42","102.58","103.00","100.42","1.66M","-2.11%"
"09/20/2022","102.58","100.83","103.50","100.83","2.75M","2.16%"
"09/19/2022","100.42","100.42","101.00","99.08","2.46M","0.08%"
"09/16/2022","100.33","102.75","103.33","100.33","6.96M","-1.71%"
"09/15/2022","102.08","104.17","105.67","102.08","3.40M","-2.08%"
"09/14/2022","104.25","107.08","107.08","104.25","2.52M","-3.70%"
"09/13/2022","108.25","106.17","108.25","106.17","2.76M","1.48%"
"09/12/2022","106.67","105.17","106.92","104.58","1.24M","1.59%"
"09/09/2022","105.00","103.75","105.25","103.75","742.50K","0.80%"
"09/08/2022","104.17","104.25","105.00","103.42","1.97M","0.64%"
"09/07/2022","103.50","106.25","106.67","103.42","2.06M","-2.97%"
"09/06/2022","106.67","108.08","108.08","106.33","1.38M","-1.54%"
"09/05/2022","108.33","105.83","108.33","105.67","1.27M","1.72%"
"09/02/2022","106.50","107.50","108.33","106.08","3.56M","-2.07%"
"09/01/2022","108.75","107.33","108.75","105.83","2.08M","1.32%"
"08/31/2022","107.33","108.00","108.83","107.00","3.89M","-1.98%"
"08/30/2022","109.50","107.50","109.50","106.83","4.76M","-0.08%"
"08/26/2022","109.58","107.17","109.58","106.75","3.15M","2.10%"
"08/25/2022","107.33","105.83","107.58","105.50","1.51M","1.42%"
"08/24/2022","105.83","103.75","106.67","103.75","2.21M","1.60%"
"08/23/2022","104.17","104.67","104.83","103.75","1.58M","-1.19%"
"08/22/2022","105.42","107.33","107.33","105.00","1.65M","-2.17%"
"08/19/2022","107.75","106.25","107.75","105.83","1.10M","1.33%"
"08/18/2022","106.33","104.50","106.42","103.75","2.44M","-0.47%"
"08/17/2022","106.83","104.25","107.08","103.92","8.34M","2.23%"
"08/16/2022","104.50","100.00","104.50","99.25","4.79M","4.50%"
"08/15/2022","100.00","99.17","100.25","98.67","2.21M","1.44%"
"08/12/2022","98.58","97.42","99.50","96.58","3.09M","2.07%"
"08/11/2022","96.58","95.00","97.67","94.25","3.92M","2.75%"
"08/10/2022","94.00","95.83","96.17","93.58","3.89M","-1.91%"
"08/09/2022","95.83","98.25","98.33","95.83","4.26M","-2.46%"
"08/08/2022","98.25","97.42","99.00","97.17","1.30M","0.86%"
"08/05/2022","97.42","98.33","99.67","96.33","5.61M","-1.52%"
"08/04/2022","98.92","97.50","98.92","97.08","2.38M","1.19%"
"08/03/2022","97.75","94.92","97.75","94.33","3.50M","4.17%"
"08/02/2022","93.83","95.17","95.42","91.83","7.07M","-1.05%"
"08/01/2022","94.83","98.75","99.17","94.83","3.14M","-4.77%"
"07/29/2022","99.58","99.42","100.33","98.50","2.24M","0.08%"
"07/28/2022","99.50","97.92","99.50","97.83","2.01M","2.05%"
"07/27/2022","97.50","95.83","97.58","95.42","2.62M","2.63%"
"07/26/2022","95.00","97.08","97.58","94.67","3.98M","-1.38%"
"07/25/2022","96.33","97.92","99.17","96.00","9.33M","-4.62%"
"07/22/2022","101.00","99.58","101.25","99.33","645.60K","0.17%"
"07/21/2022","100.83","98.33","100.83","97.92","2.72M","2.54%"
"07/20/2022","98.33","98.50","99.67","97.75","3.31M","0.43%"
"07/19/2022","97.92","98.92","100.67","97.92","2.29M","-2.89%"
"07/18/2022","100.83","99.08","100.83","98.58","1.58M","0.25%"
"07/15/2022","100.58","102.08","102.25","99.58","4.55M","-1.87%"
"07/14/2022","102.50","100.08","102.50","99.33","2.15M","2.59%"
"07/13/2022","99.92","101.58","101.58","99.25","1.85M","-1.72%"
"07/12/2022","101.67","99.58","101.67","99.58","2.20M","1.84%"
"07/11/2022","99.83","100.00","100.83","98.42","1.51M","0.84%"
"07/08/2022","99.00","98.50","101.67","98.33","5.54M","2.15%"
"07/07/2022","96.92","99.17","101.50","96.92","3.43M","-2.68%"
"07/06/2022","99.58","99.08","99.67","97.92","2.18M","0.67%"
"07/05/2022","98.92","96.25","98.92","96.25","1.96M","2.77%"
"07/04/2022","96.25","94.17","97.42","93.92","2.34M","3.03%"
"07/01/2022","93.42","92.50","95.67","92.50","3.43M","1.45%"
"06/30/2022","92.08","95.83","96.50","92.08","5.22M","-3.32%"
"06/29/2022","95.25","97.17","97.83","95.25","3.41M","-1.89%"
"06/28/2022","97.08","98.33","98.42","95.17","6.17M","-1.35%"
"06/27/2022","98.42","99.42","99.92","98.42","2.03M","0.25%"
"06/24/2022","98.17","97.25","98.92","97.08","3.21M","1.12%"
"06/23/2022","97.08","100.08","101.33","96.75","2.38M","-2.92%"
"06/22/2022","100.00","102.50","102.67","100.00","1.27M","-2.44%"
"06/21/2022","102.50","102.08","103.25","101.67","1.79M","0.16%"
"06/20/2022","102.33","101.67","103.00","101.58","772.20K","1.49%"
"06/17/2022","100.83","101.50","102.33","100.83","2.83M","-2.26%"
"06/16/2022","103.17","102.50","104.08","101.92","1.87M","2.06%"
"06/15/2022","101.08","103.33","105.00","101.08","1.77M","-2.49%"
"06/14/2022","103.67","103.17","105.00","103.00","2.32M","-0.24%"
"06/13/2022","103.92","104.67","105.50","102.92","2.72M","-1.03%"
"06/10/2022","105.00","106.67","107.42","105.00","2.95M","-2.93%"
"06/09/2022","108.17","107.08","108.17","107.00","1.46M","0.62%"
"06/08/2022","107.50","106.75","108.67","106.75","2.22M","0.55%"
"06/07/2022","106.92","107.50","108.25","106.58","2.21M","-0.54%"
"06/06/2022","107.50","107.00","108.17","106.25","1.52M","0.39%"
"06/03/2022","107.08","106.75","107.92","106.42","1.37M","0.31%"
"06/02/2022","106.75","109.92","109.92","106.58","2.47M","-2.88%"
"06/01/2022","109.92","110.00","110.75","107.00","1.76M","-1.12%"
"05/31/2022","111.17","108.33","111.17","106.42","19.91M","2.54%"
"05/30/2022","108.42","106.00","109.50","105.00","2.53M","2.20%"
"05/27/2022","106.08","103.33","106.08","102.92","3.02M","3.33%"
"05/26/2022","102.67","102.50","103.25","102.08","3.75M","0.41%"
"05/25/2022","102.25","102.50","104.00","102.25","4.05M","-0.65%"
"05/24/2022","102.92","106.58","107.00","102.92","5.61M","-2.60%"
"05/23/2022","105.67","107.50","108.33","105.67","3.90M","-1.63%"
